Gene stable ID	HGNC symbol	HGNC ID
ENSG00000239035		
ENSG00000237609		
ENSG00000261202		
ENSG00000080608	KIAA0020	29676
ENSG00000264346		
ENSG00000229109		
ENSG00000184617	ZNF840	34344
ENSG00000247982	LINC00926	27514
ENSG00000266840		
ENSG00000249923		
ENSG00000228599	RPL7P52	35676
ENSG00000251752	RNU4-29P	46965
ENSG00000266304		
ENSG00000228861	RPL23AP12	23840
ENSG00000237529		
ENSG00000260172		
ENSG00000264059		
ENSG00000229999		
ENSG00000236499	LINC00896	26519
ENSG00000238608		
ENSG00000266278		
ENSG00000252256		
ENSG00000221039	MIR1286	35279
ENSG00000235701	PCBP2P1	8649
ENSG00000260870		
ENSG00000199483	RNU4-15P	46951
ENSG00000032742	IFT88	20606
ENSG00000265698		
ENSG00000272834		
ENSG00000254473		
ENSG00000161132		
ENSG00000272991		
ENSG00000227413		
ENSG00000271784		
ENSG00000252984	RNU6-844P	47807
ENSG00000214255	RPS2P6	25485
ENSG00000232564		
ENSG00000232608	TIMM9P2	39929
ENSG00000266136		
ENSG00000261489		
ENSG00000273343		
ENSG00000222874	RN7SKP33	45757
ENSG00000252124		
ENSG00000261265		
ENSG00000237373	BRWD1-IT1	41920
ENSG00000235922		
ENSG00000226877		
ENSG00000172912	COX6B1P3	2283
ENSG00000267026		
ENSG00000257637		
ENSG00000240874		
ENSG00000229623	METTL21AP1	41921
ENSG00000273139		
ENSG00000236028		
ENSG00000261219		
ENSG00000230071	RPL4P6	35611
ENSG00000255568	BRWD1-IT2	16423
ENSG00000259477		
ENSG00000226769	GAPDHP54	38560
ENSG00000188424		
ENSG00000231907	GAPDHP37	37791
ENSG00000259285		
ENSG00000239783		
ENSG00000238141	BRWD1-AS1	40614
ENSG00000230769		
ENSG00000259651		
ENSG00000259449	NIFKP8	44956
ENSG00000235578		
ENSG00000215450		
ENSG00000252915		
ENSG00000238556		
ENSG00000233603	JTBP1	39180
ENSG00000259626		
ENSG00000230410		
ENSG00000264901	MIR3616	38943
ENSG00000227406	RNF6P1	39922
ENSG00000266594	MIR4766	41680
ENSG00000265532	RN7SL243P	46259
ENSG00000259600		
ENSG00000231616		
ENSG00000044574	HSPA5	5238
ENSG00000263770		
ENSG00000238887		
ENSG00000235704		
ENSG00000273451		
ENSG00000200683	RNU6-379P	47342
ENSG00000259295	CSPG4P12	48362
ENSG00000259379		
ENSG00000222698		
ENSG00000235808	MYL6P2	23772
ENSG00000231119		
ENSG00000266175		
ENSG00000156265	MAP3K7CL	16457
ENSG00000224565		
ENSG00000237214		
ENSG00000259671		
ENSG00000234075	RPL35AP	16546
ENSG00000206176		
ENSG00000199515		
ENSG00000213857		
ENSG00000202186	RNU6-497P	47460
ENSG00000214265	SNURF	11171
ENSG00000221160	MIR1281	35359
ENSG00000201742	RNU6-563P	47526
ENSG00000207603	MIR7-1	31638
ENSG00000221294		
ENSG00000252859	RNU6-375P	47338
ENSG00000235298		
ENSG00000232754		
ENSG00000229338		
ENSG00000202523		
ENSG00000228349	RPS26P4	23775
ENSG00000231993		
ENSG00000227463		
ENSG00000229853		
ENSG00000215771	LRRC37A14P	43818
ENSG00000235012		
ENSG00000270166		
ENSG00000233262		
ENSG00000235513		
ENSG00000228095		
ENSG00000199865	RNU6-495P	47458
ENSG00000273424		
ENSG00000226590	UBE2V1P10	44895
ENSG00000255438		
ENSG00000200332		
ENSG00000227412	STK33P1	26871
ENSG00000238950	RNU7-173P	45707
ENSG00000207457	RNU6-476P	47439
ENSG00000215448	SRMP1	16552
ENSG00000229212		
ENSG00000255782		
ENSG00000234424		
ENSG00000251770	RNA5SP486	43386
ENSG00000231261	HMGN2P10	4988
ENSG00000270412		
ENSG00000238785	RNU7-92P	45626
ENSG00000252942	RNA5SP290	43190
ENSG00000252603	RNU6ATAC22P	46921
ENSG00000234967		
ENSG00000229454		
ENSG00000206813		
ENSG00000227269		
ENSG00000184068		
ENSG00000240235	RN7SL794P	46810
ENSG00000228503		
ENSG00000207932	MIR33A	31634
ENSG00000237423		
ENSG00000222337	RN7SKP225	45949
ENSG00000230303		
ENSG00000260655		
ENSG00000229522		
ENSG00000263463	MIR378I	41620
ENSG00000124225	PMEPA1	14107
ENSG00000252227		
ENSG00000175806	MSRA	7377
ENSG00000205704	LINC00634	27930
ENSG00000235621	LINC00494	27657
ENSG00000165121		
ENSG00000224883		
ENSG00000215347	SLC25A5P1	19250
ENSG00000213711	PHBP7	39286
ENSG00000238498		
ENSG00000255815	KRT8P11	31058
ENSG00000270083		
ENSG00000236874		
ENSG00000231741		
ENSG00000238452	RNU7-144P	45678
ENSG00000251876		
ENSG00000233713		
ENSG00000230758	SNAP23P	16561
ENSG00000270688		
ENSG00000266142		
ENSG00000223012	RN7SKP264	45988
ENSG00000237050	TRIM31-AS1	39761
ENSG00000227431		
ENSG00000214908		
ENSG00000172458	IL17D	5984
ENSG00000263589		
ENSG00000028528	SNX1	11172
ENSG00000226284	ARPC3P1	16092
ENSG00000235819		
ENSG00000226175	PAIP1P1	18240
ENSG00000237037	NDUFA6-AS1	45273
ENSG00000240934		
ENSG00000222293	RNU2-36P	48529
ENSG00000232211		
ENSG00000259293		
ENSG00000240924	HCG17	31339
ENSG00000226237		
ENSG00000271086	NAMA	42408
ENSG00000259476		
ENSG00000133460	SLC2A11	14239
ENSG00000259250		
ENSG00000269994		
ENSG00000231928	TRIM26BP	31338
ENSG00000239100		
ENSG00000092439	TRPM7	17994
ENSG00000270986		
ENSG00000231007	CDC20P1	29487
ENSG00000169762	TAPT1	26887
ENSG00000182625		
ENSG00000224887		
ENSG00000239618	HLA-L	4970
ENSG00000150456	N6AMT2	27351
ENSG00000199730	RN7SKP95	45819
ENSG00000265681	RPL17	10307
ENSG00000212421		
ENSG00000234860		
ENSG00000259173		
ENSG00000228373		
ENSG00000102096	PIM2	8987
ENSG00000200318		
ENSG00000219928		
ENSG00000213790	OLA1P1	45274
ENSG00000245975		
ENSG00000236709	DAPK1-IT1	43591
ENSG00000259402		
ENSG00000227370		
ENSG00000237747		
ENSG00000177410	ZFAS1	33101
ENSG00000259353		
ENSG00000232710		
ENSG00000222408		
ENSG00000101182	PSMA7	9536
ENSG00000259738	ZNF444P1	35157
ENSG00000242747		
ENSG00000188029	CTSL3P	33132
ENSG00000226450	CYP2D8P	2628
ENSG00000225798		
ENSG00000232743		
ENSG00000259393		
ENSG00000237461		
ENSG00000241640		
ENSG00000237743		
ENSG00000114062	UBE3A	12496
ENSG00000182057		
ENSG00000230660	HCG18	31337
ENSG00000255145		
ENSG00000176731	C8orf59	32235
ENSG00000259732		
ENSG00000254571		
ENSG00000221096		
ENSG00000234709	UPF3AP3	38395
ENSG00000253030	MIR2116	37310
ENSG00000233903		
ENSG00000209042	SNORD12C	10105
ENSG00000222365	SNORD12B	33573
ENSG00000273366		
ENSG00000234575	CTSLP8	39084
ENSG00000156273	BACH1	935
ENSG00000212304	SNORD12	32708
ENSG00000265225		
ENSG00000124237	C20orf85	16216
ENSG00000264946	RN7SL197P	46213
ENSG00000229891		
ENSG00000080298	RFX3	9984
ENSG00000231878	SNRPFP1	16551
ENSG00000207725	MIR222	31602
ENSG00000252540	RNU6-919P	47882
ENSG00000269902		
ENSG00000252123	RNU7-72P	34168
ENSG00000233884		
ENSG00000230107		
ENSG00000234095	HLA-N	19406
ENSG00000237788		
ENSG00000231566		
ENSG00000214888		
ENSG00000257168		
ENSG00000239908	RN7SL75P	46091
ENSG00000236422	HCG19P	31336
ENSG00000199490		
ENSG00000200070	RNU4-80P	47016
ENSG00000234460		
ENSG00000238172	RPS2P35	36757
ENSG00000239157		
ENSG00000215983		
ENSG00000212347		
ENSG00000231659	UBQLN1P1	21633
ENSG00000259771		
ENSG00000270995		
ENSG00000215286		
ENSG00000229222	KRT18P4	16604
ENSG00000199512	RNU6-212P	47175
ENSG00000257295		
ENSG00000231697	NANOGP5	23103
ENSG00000259735		
ENSG00000206710	RNU6-147P	47110
ENSG00000234613		
ENSG00000230246	SPATA31C1	27846
ENSG00000258032		
ENSG00000231265	TRERNA1	44307
ENSG00000238767		
ENSG00000224701	MED28P4	45081
ENSG00000257819		
ENSG00000259750		
ENSG00000258124		
ENSG00000213100	KRT18P68	48895
ENSG00000172250	SERHL	14408
ENSG00000237595		
ENSG00000100979	PLTP	9093
ENSG00000257934		
ENSG00000259674		
ENSG00000214009	PCNAP3	43736
ENSG00000234698		
ENSG00000229187	MICC	7092
ENSG00000200252		
ENSG00000137825	ITPKA	6178
ENSG00000238110		
ENSG00000231742		
ENSG00000271923		
ENSG00000217716	RPS10P3	23684
ENSG00000258219		
ENSG00000225385		
ENSG00000233700	TMPOP1	21364
ENSG00000221266		
ENSG00000242188	RN7SL428P	46444
ENSG00000124227	ANKRD60	16217
ENSG00000224397		
ENSG00000177910	SPATA31C2	24508
ENSG00000227754	SUCLA2P1	21632
ENSG00000263475		
ENSG00000132953	XPO4	17796
ENSG00000200966	RN7SKP87	45811
ENSG00000225330		
ENSG00000188388	GOLGA6L3	37441
ENSG00000224554	RANP1	21631
ENSG00000237999		
ENSG00000243780		
ENSG00000265106		
ENSG00000231713		
ENSG00000257559		
ENSG00000240238		
ENSG00000257273		
ENSG00000203999		
ENSG00000258353		
ENSG00000201704	RNA5SP396	43296
ENSG00000204429		
ENSG00000263973	MIR4760	41698
ENSG00000258054		
ENSG00000257170		
ENSG00000233077		
ENSG00000229288		
ENSG00000263588		
ENSG00000257911		
ENSG00000226327		
ENSG00000244376	RN7SL636P	46652
ENSG00000235801		
ENSG00000231715	COX6CP2	16600
ENSG00000186416	NKRF	19374
ENSG00000252299		
ENSG00000239742	RN7SL672P	46688
ENSG00000230161		
ENSG00000258155		
ENSG00000227638	HNRNPA1P14	39132
ENSG00000182841	RRP7B	30454
ENSG00000239748	RN7SL795P	46811
ENSG00000201501		
ENSG00000257602		
ENSG00000229541	GAPDHP26	37778
ENSG00000185019	UBOX5	17777
ENSG00000265781		
ENSG00000232043		
ENSG00000235123	DSCAM-AS1	40197
ENSG00000231804		
ENSG00000218052	ADAMTS7P4	49410
ENSG00000257182		
ENSG00000238143		
ENSG00000208018	MIR645	32901
ENSG00000265639		
ENSG00000203286		
ENSG00000228189		
ENSG00000253041		
ENSG00000257362		
ENSG00000221091	MIR1302-5	35297
ENSG00000265484		
ENSG00000227411	BAATP1	34504
ENSG00000068308	OTUD5	25402
ENSG00000257984		
ENSG00000265873	MIR4289	38278
ENSG00000231302	RPL36P2	16570
ENSG00000257190		
ENSG00000263733		
ENSG00000236763	TRMT112P4	44023
ENSG00000266785		
ENSG00000225856	PCNPP2	41974
ENSG00000234693		
ENSG00000265473		
ENSG00000260676		
ENSG00000123908	AGO2	3263
ENSG00000223851	PTMAP1	9624
ENSG00000228658		
ENSG00000251357		
ENSG00000226494	RPL7P4	21634
ENSG00000230043	TMSB4XP6	11888
ENSG00000264388		
ENSG00000231632		
ENSG00000265062		
ENSG00000224508	MDC1-AS1	39764
ENSG00000265946		
ENSG00000228663	PSMD10P1	16602
ENSG00000202058	RN7SKP80	45804
ENSG00000224945		
ENSG00000259317		
ENSG00000263671		
ENSG00000251913	RNU6-513P	47476
ENSG00000187954	CYHR1	17806
ENSG00000260457		
ENSG00000125931	CITED1	1986
ENSG00000259456		
ENSG00000270022	RNU12	19380
ENSG00000228762	HCG20	31334
ENSG00000265995		
ENSG00000251891	RNU7-79P	34175
ENSG00000265112	MIR3153	38289
ENSG00000240972	MIF	7097
ENSG00000265582		
ENSG00000200448		
ENSG00000259630		
ENSG00000271313		
ENSG00000231799		
ENSG00000232358		
ENSG00000234009	RPL5P34	36463
ENSG00000141448	GATA6	4174
ENSG00000264315	HNRNPA1P11	39129
ENSG00000225460		
ENSG00000259375		
ENSG00000215251	FASTKD5	25790
ENSG00000229170	LINC00243	30956
ENSG00000230328		
ENSG00000228820	RPSAP1	16560
ENSG00000229608	GOLGA2P4	38600
ENSG00000265579		
ENSG00000264913		
ENSG00000259367		
ENSG00000237372		
ENSG00000252598	RNA5SP460	43360
ENSG00000259276		
ENSG00000234502	FYTTD1P1	38035
ENSG00000226989		
ENSG00000263750	MIR548AV	43537
ENSG00000263592		
ENSG00000231854		
ENSG00000226206		
ENSG00000263645		
ENSG00000202081	RNU6-1280P	48243
ENSG00000230319		
ENSG00000263958		
ENSG00000266761	MIR3194	38346
ENSG00000259453		
ENSG00000266263		
ENSG00000236507		
ENSG00000218537		
ENSG00000215444		
ENSG00000231444	DDR1-AS1	28694
ENSG00000234735		
ENSG00000259544		
ENSG00000237626		
ENSG00000272188	MIR4640	41561
ENSG00000236272		
ENSG00000227964		
ENSG00000261780		
ENSG00000259407		
ENSG00000207147		
ENSG00000270982		
ENSG00000227555		
ENSG00000263402		
ENSG00000252467	RNU6-347P	47310
ENSG00000234892		
ENSG00000221396		
ENSG00000265323		
ENSG00000252654	RNU7-6P	34102
ENSG00000259762		
ENSG00000124224	PPP4R1L	15755
ENSG00000263659	RN7SL603P	46619
ENSG00000231474		
ENSG00000263967	MIR4290	38360
ENSG00000203527		
ENSG00000265380		
ENSG00000233347	ERP29P1	24625
ENSG00000259416		
ENSG00000233756	DSCAM-IT1	41327
ENSG00000234910	IL6RP1	6020
ENSG00000237894	HCG22	27780
ENSG00000236117		
ENSG00000241866	RN7SL401P	46417
ENSG00000234948		
ENSG00000221634	MIR1276	35347
ENSG00000185074	OR7E31P	8404
ENSG00000263655		
ENSG00000263367		
ENSG00000230859	YRDCP3	39921
ENSG00000259195		
ENSG00000257709		
ENSG00000225072	OR7E116P	15122
ENSG00000225785		
ENSG00000062524	LTK	6721
ENSG00000260569		
ENSG00000258298		
ENSG00000225376		
ENSG00000232465		
ENSG00000231107		
ENSG00000225714	POLR2LP	31340
ENSG00000223843	EFCAB6-AS1	39999
ENSG00000243856	RN7SL551P	46567
ENSG00000133433	GSTT2B	33437
ENSG00000234821	MRPS33P4	29767
ENSG00000235297	FAUP1	17984
ENSG00000233157		
ENSG00000088899		
ENSG00000180150	HMGN2P9	4987
ENSG00000229613		
ENSG00000232294		
ENSG00000212710	CTAGE1	24346
ENSG00000259779		
ENSG00000261251		
ENSG00000226422	PSORS1C3	17203
ENSG00000264340		
ENSG00000266837		
ENSG00000236316	OR7E109P	15118
ENSG00000226496	LINC00323	19720
ENSG00000229145	ACTBP1	134
ENSG00000224856		
ENSG00000238148	HCG27	27366
ENSG00000232286		
ENSG00000264247	LINC00909	44331
ENSG00000236079		
ENSG00000236751		
ENSG00000229823		
ENSG00000270432	OR7E108P	15117
ENSG00000230636	RPL36P1	16338
ENSG00000232655		
ENSG00000107249	GLIS3	28510
ENSG00000257412		
ENSG00000262933	CALCA	1437
ENSG00000252629		
ENSG00000228216		
ENSG00000228807	MRPS18CP6	29747
ENSG00000150457	LATS2	6515
ENSG00000231235		
ENSG00000099974	DDTL	33446
ENSG00000199218	RN7SKP184	45908
ENSG00000266774		
ENSG00000229265	USP8P1	13987
ENSG00000260454		
ENSG00000223492		
ENSG00000215333	KRT18P23	33392
ENSG00000235587	GAPDHP65	4143
ENSG00000261194		
ENSG00000233055		
ENSG00000227705		
ENSG00000230537		
ENSG00000237448	RPL3P2	17834
ENSG00000266460		
ENSG00000224072		
ENSG00000271774		
ENSG00000187012	LINC00207	37255
ENSG00000234980	WASF5P	21665
ENSG00000264108		
ENSG00000229694		
ENSG00000228954		
ENSG00000231703		
ENSG00000199226	RNU6-50P	10229
ENSG00000263547		
ENSG00000257967		
ENSG00000224530	PPIAP10	9264
ENSG00000184647	PRSS55	30824
ENSG00000230844	ZNF674-AS1	44266
ENSG00000233604	DHFRP2	2863
ENSG00000234300	LINC00229	13240
ENSG00000237422		
ENSG00000266743		
ENSG00000259723		
ENSG00000263701		
ENSG00000198171	DDRGK1	16110
ENSG00000235825	FAM90A9P	32257
ENSG00000231801	ANP32BP2	38552
ENSG00000264260		
ENSG00000262196	CALCP	1439
ENSG00000206959		
ENSG00000265068		
ENSG00000224131		
ENSG00000235641	LINC00484	27862
ENSG00000197670		
ENSG00000270499	MKI67P1	49230
ENSG00000264595		
ENSG00000266064		
ENSG00000223730		
ENSG00000226732	ZDHHC20P2	33457
ENSG00000266014		
ENSG00000213997	PGAM1P7	42454
ENSG00000235415		
ENSG00000230922		
ENSG00000228179	HLA-S	19395
ENSG00000265717		
ENSG00000230147		
ENSG00000200606		
ENSG00000226048	YBX1P8	42429
ENSG00000264504		
ENSG00000266747		
ENSG00000238468	RNU7-14P	34110
ENSG00000227161		
ENSG00000264212		
ENSG00000221494	MIR548I4	35355
ENSG00000230302	MTND3P4	42144
ENSG00000099977	DDT	2732
ENSG00000226328		
ENSG00000225563		
ENSG00000273381		
ENSG00000215284		
ENSG00000259657	PIGHP1	45152
ENSG00000263982		
ENSG00000233484		
ENSG00000233081		
ENSG00000206685	RNU6-1189P	48152
ENSG00000241721	SUMO1P1	33148
ENSG00000265512		
ENSG00000259238		
ENSG00000258113		
ENSG00000265778		
ENSG00000273243		
ENSG00000201659	RNU12-2P	10109
ENSG00000231836	LINC01149	39757
ENSG00000228595	PAICSP2	8589
ENSG00000259640		
ENSG00000265729		
ENSG00000273353		
ENSG00000237351		
ENSG00000266256	LINC00683	44467
ENSG00000234797	RPS3AP6	18630
ENSG00000229216	PPIAP9	9272
ENSG00000221598	MIR1249	35315
ENSG00000266855	MIR3910-1	38966
ENSG00000266855	MIR3910-2	38952
ENSG00000224975	INE1	6060
ENSG00000236352		
ENSG00000263865		
ENSG00000237211	SETP4	42923
ENSG00000273287		
ENSG00000266312		
ENSG00000227399		
ENSG00000184402	SS18L1	15592
ENSG00000236273	RPL15P4	21663
ENSG00000237623		
ENSG00000265595	MIR4756	41529
ENSG00000264223		
ENSG00000259601		
ENSG00000150459	SAP18	10530
ENSG00000213752		
ENSG00000145321	GC	4187
ENSG00000252089	RNU4ATAC7P	46893
ENSG00000254597	FAM90A10P	32258
ENSG00000232363		
ENSG00000265116		
ENSG00000229055		
ENSG00000238643		
ENSG00000259573	NMNAT1P5	49167
ENSG00000265325		
ENSG00000238120		
ENSG00000185834	RPL12P4	16587
ENSG00000259558	MESTP2	18208
ENSG00000265934	ARL2BPP1	17742
ENSG00000215750		
ENSG00000231647	DDX39B-AS1	39771
ENSG00000251985	RNU6-1161P	48124
ENSG00000183638	RP1L1	15946
ENSG00000264160	MIR4762	41603
ENSG00000230418	ARL2BPP7	39451
ENSG00000259223		
ENSG00000266847		
ENSG00000269725		
ENSG00000224008		
ENSG00000238882	RNU6-329P	47292
ENSG00000235347		
ENSG00000240163		
ENSG00000257516		
ENSG00000222117		
ENSG00000221485		
ENSG00000265836		
ENSG00000229547	UBE2DNL	28656
ENSG00000235901		
ENSG00000235091		
ENSG00000242667		
ENSG00000233169	C6orf47-AS1	39767
ENSG00000265626		
ENSG00000265610		
ENSG00000264915		
ENSG00000235166		
ENSG00000273145		
ENSG00000252097	RNU6-346P	47309
ENSG00000266418	MIR4646	41543
ENSG00000244229	RPL26P35	36278
ENSG00000230781		
ENSG00000203463	SLC44A4	13941
ENSG00000237375		
ENSG00000099984	GSTT2	4642
ENSG00000231711	LINC00899	48583
ENSG00000265261		
ENSG00000223747	C4B-AS1	39752
ENSG00000245534		
ENSG00000254776		
ENSG00000257975		
ENSG00000223061		
ENSG00000215977		
ENSG00000222118	RNA5SP487	43387
ENSG00000263418		
ENSG00000265283	MIR3118-5	38351
ENSG00000273289		
ENSG00000171060	C8orf74	32296
ENSG00000254543	HSPD1P2	5263
ENSG00000235594		
ENSG00000238432		
ENSG00000257697		
ENSG00000257697		
ENSG00000257697		
ENSG00000266844		
ENSG00000257978		
ENSG00000257978		
ENSG00000257978		
ENSG00000235461		
ENSG00000241990		
ENSG00000230843		
ENSG00000171189	GRIK1	4579
ENSG00000233160	HNRNPA1P2	13958
ENSG00000233160	HNRNPA1P2	13958
ENSG00000233160	HNRNPA1P2	13958
ENSG00000259274		
ENSG00000228601	RPL39P	16558
ENSG00000229907	DEFB108P1	18089
ENSG00000204250	LINC00587	31372
ENSG00000259513	CYCSP38	24411
ENSG00000266660		
ENSG00000266660		
ENSG00000266660		
ENSG00000212084		
ENSG00000232242	ZYG11AP1	38032
ENSG00000264517		
ENSG00000238294		
ENSG00000229903	HCG23	19713
ENSG00000229903	HCG23	19713
ENSG00000229903	HCG23	19713
ENSG00000259482		
ENSG00000231010		
ENSG00000179467		
ENSG00000225725	FAM66E	18735
ENSG00000125877	ITPA	6176
ENSG00000212625	RNA5SP397	43297
ENSG00000225657		
ENSG00000235159		
ENSG00000234164	HLA-DRB9	4957
ENSG00000234164	HLA-DRB9	4957
ENSG00000234164	HLA-DRB9	4957
ENSG00000259591		
ENSG00000266533	MIR3619	38998
ENSG00000223359		
ENSG00000223359		
ENSG00000223359		
ENSG00000223707		
ENSG00000198986	MIRLET7A3	31478
ENSG00000214541	RPS4XP3	16251
ENSG00000265059		
ENSG00000265059		
ENSG00000265059		
ENSG00000259481		
ENSG00000199051	MIR361	31867
ENSG00000224230		
ENSG00000224230		
ENSG00000224230		
ENSG00000264147	MIR4763	41677
ENSG00000252536		
ENSG00000165219	GAPVD1	23375
ENSG00000199567		
ENSG00000259575		
ENSG00000266081		
ENSG00000266081		
ENSG00000266081		
ENSG00000252091	RNU6-1146P	48109
ENSG00000101670	LIPG	6623
ENSG00000207875	MIRLET7B	31479
ENSG00000264640		
ENSG00000264640		
ENSG00000264640		
ENSG00000241821	RN7SL170P	46186
ENSG00000234039	NDUFA5P7	48849
ENSG00000259616		
ENSG00000233853		
ENSG00000233853		
ENSG00000233853		
ENSG00000230634		
ENSG00000237000	PTMAP6	16573
ENSG00000165480	SKA3	20262
ENSG00000259530		
ENSG00000171056	SOX7	18196
ENSG00000255211		
ENSG00000221416		
ENSG00000265074		
ENSG00000265074		
ENSG00000265074		
ENSG00000234269		
ENSG00000234869		
ENSG00000259675		
ENSG00000252931	RNU6-231P	47194
ENSG00000231604		
ENSG00000106688	SLC1A1	10939
ENSG00000264406	MIR548AP	43465
ENSG00000225536		
ENSG00000238248		
ENSG00000238248		
ENSG00000238248		
ENSG00000260708		
ENSG00000207158	RNU6-929P	47892
ENSG00000271195		
ENSG00000259608		
ENSG00000251772		
ENSG00000221672		
ENSG00000259284		
ENSG00000238644		
ENSG00000237120		
ENSG00000237120		
ENSG00000237120		
ENSG00000224715		
ENSG00000266349		
ENSG00000260758		
ENSG00000231078		
ENSG00000259564		
ENSG00000229099		
ENSG00000229099		
ENSG00000229099		
ENSG00000203266		
ENSG00000264376	RN7SL613P	46629
ENSG00000172007	RAB33B	16075
ENSG00000235032		
ENSG00000205634	LINC00898	48581
ENSG00000223844		
ENSG00000223844		
ENSG00000223844		
ENSG00000260477		
ENSG00000184674	GSTT1	4641
ENSG00000259251		
ENSG00000263871		
ENSG00000229830		
ENSG00000226308		
ENSG00000257314		
ENSG00000257361		
ENSG00000238729		
ENSG00000252064		
ENSG00000252964	RNA5SP400	43300
ENSG00000266158	RN7SL785P	46801
ENSG00000266666	MIR4325	38304
ENSG00000203402		
ENSG00000237038	USP17L8	37181
ENSG00000258724		
ENSG00000261077		
ENSG00000231005		
ENSG00000201450	RNU6-149P	47112
ENSG00000101773	RBBP8	9891
ENSG00000221459	SNORA11C	33621
ENSG00000224271		
ENSG00000225327	USP17L3	37175
ENSG00000200206		
ENSG00000228995	MTND1P9	42099
ENSG00000232009		
ENSG00000218018		
ENSG00000223574	TPMTP4	44567
ENSG00000260125	AGBL1-AS1	48617
ENSG00000138600	SPPL2A	30227
ENSG00000184508	HDDC3	30522
ENSG00000124209	RAB22A	9764
ENSG00000124097	HMGB1P1	4993
ENSG00000226556	NPM1P49	45228
ENSG00000205989		
ENSG00000227297		
ENSG00000235636	NUS1P1	38472
ENSG00000259734		
ENSG00000232897		
ENSG00000235754	APOM	13916
ENSG00000263858	MIR4769	41694
ENSG00000259636		
ENSG00000263453	MIR4532	41869
ENSG00000230345		
ENSG00000221007		
ENSG00000259620		
ENSG00000225564		
ENSG00000203971		
ENSG00000235154		
ENSG00000259761		
ENSG00000147548	WHSC1L1	12767
ENSG00000238192		
ENSG00000221451		
ENSG00000221385		
ENSG00000259560		
ENSG00000229275		
ENSG00000225708		
ENSG00000254219		
ENSG00000207150	RNU6-185P	47148
ENSG00000266508	MIR3201	38235
ENSG00000215093	EEF1A1P29	37904
ENSG00000157734	SNX22	16315
ENSG00000183653	GRIK1-AS2	1282
ENSG00000259527	LINC00052	26455
ENSG00000233179		
ENSG00000270411		
ENSG00000259183	MED28P6	45083
ENSG00000266887	MIR4535	41629
ENSG00000233115	FAM90A11P	32259
ENSG00000253738		
ENSG00000185015	CA13	14914
ENSG00000156282	CLDN17	2038
ENSG00000173141	MRP63	14514
ENSG00000251912		
ENSG00000260305	NTRK3-AS1	27532
ENSG00000238226	HLA-DQB1-AS1	39762
ENSG00000205632		
ENSG00000223772	GEMIN8P3	37978
ENSG00000271958		
ENSG00000242138		
ENSG00000254093	PINX1	30046
ENSG00000173867		
ENSG00000263888	RN7SL777P	46793
ENSG00000259466	NPM1P47	45226
ENSG00000226142	RPL35P8	36158
ENSG00000222230	RNA5SP158	43058
ENSG00000253525		
ENSG00000226566		
ENSG00000156284	CLDN8	2050
ENSG00000237145	MTCO3P1	31342
ENSG00000207944	MIR574	32830
ENSG00000264139	MIR3667	38990
ENSG00000231290	APCDD1L-AS1	27152
ENSG00000215354	FAM90A24P	32272
ENSG00000259697		
ENSG00000271997		
ENSG00000266194	MIR4661	41582
ENSG00000249207		
ENSG00000212939		
ENSG00000226139		
ENSG00000239134		
ENSG00000221391		
ENSG00000253031	RNA5SP291	43191
ENSG00000213279		
ENSG00000253901		
ENSG00000249685		
ENSG00000259569		
ENSG00000188694	KRTAP24-1	33902
ENSG00000206675	RNU6-32P	34276
ENSG00000235111		
ENSG00000167702	KIFC2	29530
ENSG00000222592	RNU6-887P	47850
ENSG00000200151	RN7SKP231	45955
ENSG00000249487		
ENSG00000228684	HLA-DQB3	4946
ENSG00000232263	KRTAP25-1	34003
ENSG00000264621	MIR5591	43531
ENSG00000271202		
ENSG00000226954		
ENSG00000270332		
ENSG00000166104		
ENSG00000238797		
ENSG00000229182	MRPS16P1	29732
ENSG00000223142	RN7SKP252	45976
ENSG00000265207		
ENSG00000166965	RCCD1	30457
ENSG00000221630	MIR1179	35260
ENSG00000214727	RPL5P35	36967
ENSG00000253576		
ENSG00000224097		
ENSG00000197683	KRTAP26-1	33760
ENSG00000207703	MIR7-2	31639
ENSG00000254620		
ENSG00000233778		
ENSG00000236867		
ENSG00000166794	PPIB	9255
ENSG00000221174		
ENSG00000259676		
ENSG00000231591	TAPSAR1	39758
ENSG00000260613		
ENSG00000249348	UGDH-AS1	40601
ENSG00000254419		
ENSG00000253118		
ENSG00000206107	KRTAP27-1	33864
ENSG00000259350		
ENSG00000253140		
ENSG00000229409		
ENSG00000252796	RNU7-11P	34107
ENSG00000242111		
ENSG00000237121	PIEZO1P2	42861
ENSG00000253682		
ENSG00000273192		
ENSG00000259489	KRT18P47	33417
ENSG00000253608		
ENSG00000186980	KRTAP23-1	18928
ENSG00000273188		
ENSG00000255458		
ENSG00000253749		
ENSG00000222862	RNU6-1086P	48049
ENSG00000270279		
ENSG00000265866		
ENSG00000226388	ELL2P4	39346
ENSG00000253560		
ENSG00000259878		
ENSG00000273253		
ENSG00000253371		
ENSG00000182816	KRTAP13-2	18923
ENSG00000261549		
ENSG00000253688		
ENSG00000268649	MIR296	31617
ENSG00000221463	MIR1277	35350
ENSG00000221141		
ENSG00000231686		
ENSG00000265075	MIR3622B	38961
ENSG00000265075	MIR3622A	38934
ENSG00000272836		
ENSG00000253634		
ENSG00000252975		
ENSG00000203396		
ENSG00000145391	SETD7	30412
